FCLTY_NM,MRHST_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,BLOG_URL,FACEBOOK_URL,INSTGRM_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,ENTRN_PRICE_AT,ENTRN_POSBL_BN_VALUE,DSPSN_TOILET_AT,NRSGRM_AT,STROLLER_LEND_AT,KIDS_ZONE_AT
죽염제조전수관,,전시/공연,전시/기념관,기타전시/박물관,전라북도,부안군,계화면,계화리,336,계화로,439,35.78395053,126.6350057,56300,전라북도 부안군 계화면 계화로 439,전라북도 부안군 계화면 계화리 336,635803777,,,,,,,N,N,N,연령제한없음,N,N,N,Y
죽정최유경묘역,,전시/공연,전시/기념관,기타전시/박물관,경기도,용인시 기흥구,공세동,,산1-1,고매로131번길,07월 17일,37.23020212,127.124977,17087,경기도 용인시 기흥구 고매로131번길 17-7,경기도 용인시 기흥구 공세동 산 1-1,,http://www.heritage.go.kr/heri/cul/culSelectDetail.do?s_kdcd=&s_ctcd=&ccbaKdcd=31&ccbaAsno=01200000&ccbaCtcd=31&ccbaCpno=3413101200000&ccbaCncl=1&region=&searchCondition=&searchCondition2=&ccbaCndt=&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&ccbaLcto=&ccbaGcode=&ccbaBcode=&ccbaMcode=&culPageNo=1&returnUrl=&pageNo=1_1_1_0&sngl=Y,https://blog.naver.com/govlrodtnr/221690997798,,,연중무휴,,N,Y,N,연령제한없음,N,N,N,Y
죽주산성,,문화관광/명소,명승지,성/성터,경기도,안성시,죽산면,매산리,산106,죽양대로,111-71,37.08946795,127.4298081,17518,경기도 안성시 죽산면 죽양대로 111-71,경기도 안성시 죽산면 매산리 산 106,316782504,,,,,,,N,Y,N,연령제한없음,N,N,N,Y
죽천박관전기념관,,전시/공연,전시/기념관,대형기념관/묘역,전라남도,보성군,노동면,광곡리,354-1,누운재길,111,34.80806309,127.0693333,59444,전라남도 보성군 노동면 누운재길 111,전라남도 보성군 노동면 광곡리 354-1,618529434,,,,,"1월 1일, 월요일(공휴일인 경우에는 화요일), 명절 당일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
죽천해수욕장,,문화관광/명소,관광지,해수욕장,경상북도,포항시 북구,흥해읍,죽천리,,,,36.09042775,129.4131403,,,경상북도 포항시 북구 흥해읍 죽천리,542407560,https://www.pohang.go.kr/phtour/index.do,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
죽포미술관,,전시/공연,전시/기념관,미술관,경기도,여주시,산북면,명품리,267,고촌길,10월 26일,37.4100311,127.4426381,12600,경기도 여주시 산북면 고촌길 26-10,경기도 여주시 산북면 명품리 267,318815905,http://www.jpmuseum.co.kr/,,https://www.facebook.com/people/%EC%A3%BD%ED%8F%AC%EB%AF%B8%EC%88%A0%EA%B4%80/100028733059598/,https://www.instagram.com/jpmuseum_official/,동절기 1월 2월,10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
죽화경,,문화관광/명소,관광지,휴양림/수목원,전라남도,담양군,봉산면,유산리,190,유산길,73-16,35.25238477,126.9637478,57371,전라남도 담양군 봉산면 유산길 73-16,전라남도 담양군 봉산면 유산리 190,,http://www.bambooflower.co.kr/,,,,월요일,09:30~18:00,N,N,Y,연령제한없음,N,N,N,N
줄리아나갤러리,,전시/공연,전시/기념관,미술관,서울특별시,강남구,청담동,,Apr-79,선릉로162길,25,37.52667776,127.0426431,6015,서울특별시 강남구 선릉로162길 25,서울특별시 강남구 청담동 79-4,25144266,https://www.julianagallery.com/,,,,,,N,N,N,연령제한없음,N,N,N,Y
중광정해수욕장,,문화관광/명소,관광지,해수욕장,강원도,양양군,현북면,중광정리,,,,38.02862362,128.7067641,,,강원도 양양군 현북면 중광정리,7042786677,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=2e43c3dc-b030-4d40-ad54-3dbf8005d1f7,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
중구문화관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,중구,명동,,09월 06일,퇴계로20길,3,37.5600479,126.9858184,4629,서울특별시 중구 퇴계로20길 3,서울특별시 중구 남산동2가 9-6,233966560,http://www.junggu.seoul.kr/dong/myeong/main.do,,,,주말,09:00~18:00,N,Y,N,연령제한없음,N,Y,N,Y
중구문화의전당함월홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,울산광역시,중구,성안동,,244,종가로,405,35.56754218,129.3215364,44543,울산광역시 중구 종가로 405,울산광역시 중구 성안동 244,522904000,https://artscenter.junggu.ulsan.kr/index.jsp,,,,,,Y,N,N,연령제한없음,N,N,N,Y
중구생활문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,울산광역시,중구,옥교동,,233-1,중앙길,161,35.55651131,129.3221783,44530,울산광역시 중구 중앙길 161,울산광역시 중구 옥교동 233-1,522903666,https://jungguartfactory.modoo.at/,,,https://www.instagram.com/junggu_life_culture_center/,월요일,"평일 10:00~21:00, 주말 10:00~18:00",N,Y,N,연령제한없음,N,N,N,Y
중구생활사전시관,,전시/공연,전시/기념관,기타전시/박물관,인천광역시,중구,신포동,,18,신포로23번길,101,37.47355849,126.6199768,22314,인천광역시 중구 신포로23번길 101,인천광역시 중구 중앙동1가 18,327662202,https://www.icjg.go.kr/tour/index,,,,월요일,09:00~18:00(입장마감 17:30),N,N,Y,연령제한없음,N,N,N,Y
중구청소년문화의집,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,중구,보수동,,Jan-64,보수대로124번길,02월 24일,35.10574128,129.0226326,48964,부산광역시 중구 보수대로124번길 24-2,부산광역시 중구 보수동2가 64-1,512478425,http://www.purun1318.org/,,,,"월요일, 주말, 공휴일 18시까지",09:00~20:00,N,N,N,연령제한없음,N,N,N,Y
중남미문화원,,전시/공연,전시/기념관,기타전시/박물관,경기도,고양시 덕양구,고양동,,302,,,37.7047018,126.894821,10273,경기도 고양시 덕양구 대양로 285번길 33-15,경기도 고양시 덕양구 고양동 301,319627171,,,,https://www.instagram.com/latinamuseum/,"월요일, 명절 당일","[4-10월] 10:00~18:00, [11~3월] 10:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y
중남미문화원병설박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,고양시 덕양구,고양동,,302,,,37.7047018,126.894821,10273,경기도 고양시 덕양구 대양로 285번길 33-15,경기도 고양시 덕양구 고양동 301,319629291,http://www.latina.or.kr/,,,https://www.instagram.com/latinamuseum,"월요일, 명절 당일","[4-10월] 10:00~18:00, [11~3월] 10:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y
중랑아트센터,,전시/공연,전시/기념관,미술관,서울특별시,중랑구,상봉동,,500,망우로,353,37.59833282,127.0916241,2087,서울특별시 중랑구 망우로 353,서울특별시 중랑구 상봉동 500,234076541,https://www.jnac.or.kr/,,,,"일요일, 월요일, 공휴일",10:00~18:00,N,Y,N,연령제한없음,N,N,N,Y
중리해수욕장,,문화관광/명소,관광지,해수욕장,전라남도,완도군,보길면,중통리,,,,34.15879315,126.5990622,,,전라남도 완도군 보길면 중통리,615500900,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
중림창고,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,중구,중림동,,441,청파로,463,37.55986883,126.9671097,4505,서울특별시 중구 청파로 463,서울특별시 중구 중림동 441,7041527489,,,,,월요일,11:00~20:00,N,N,N,공연별 상이,N,N,N,Y
중문관광단지,,문화관광/명소,관광지,유명관광지,제주특별자치도,서귀포시,색달동,,Jan-58,중문관광로,38,33.25489264,126.4137588,63535,제주특별자치도 서귀포시 중문관광로 38,제주특별자치도 서귀포시 색달동 2558-1,647357200,,,,,,,Y,Y,N,연령제한없음,N,N,N,Y
중문문화의집,,전시/공연,영화/연극/공연,공연/연극/문화센터,제주특별자치도,서귀포시,중문동,,1568,중문로26번길,7,33.25381322,126.4250953,63545,제주특별자치도 서귀포시 중문로26번길 7,제주특별자치도 서귀포시 중문동 1568,647380069,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
중문색달해수욕장,,문화관광/명소,관광지,해수욕장,제주특별자치도,서귀포시,색달동,,,,,33.27899631,126.4083641,,,제주특별자치도 서귀포시 색달동,647394993,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
중미산자연휴양림,,문화관광/명소,관광지,휴양림/수목원,경기도,양평군,옥천면,신복리,산201-2,중미산로,1152,37.58801863,127.4546124,12505,경기도 양평군 옥천면 중미산로 1152,경기도 양평군 옥천면 신복리 산 201-2,317717166,https://www.foresttrip.go.kr,,,,연중무휴,"[일일개장] 09:00~18:00, [숙박시설] 입실 15:00, 퇴실 11:00",Y,N,Y,연령제한없음,N,N,N,Y
중미산자연휴양림중미산천문대,,문화관광/명소,관광지,유명관광지,경기도,양평군,옥천면,신복리,117-1,중미산로,1268,37.58167477,127.4592718,12505,경기도 양평군 옥천면 중미산로 1268,경기도 양평군 옥천면 신복리 117-1,50713190306,http://www.astrocafe.co.kr/main/main.php,https://blog.naver.com/okhak7,,https://www.instagram.com/jungmiobservatory/,"수요일, 공휴일, 공휴일전날은 요일 관계없이 운영",19:30~24:00,Y,N,Y,연령제한없음,N,N,N,Y
중봉도서관김포문화의집,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,김포시,북변동,,226-37,봉화로130번길,26,37.62580535,126.7069303,10106,경기도 김포시 봉화로130번길 26,경기도 김포시 북변동 226-37,3151864800,https://www.gimpo.go.kr/lib/index.do,,,,"월요일, 공휴일(일요일이 다른 법정공휴일과 겹치는 경우에는 휴관)",07:00~22:00,Y,N,N,연령제한없음,N,Y,N,Y
중부고속도로유물전시관,음성휴게소,전시/공연,전시/기념관,기타전시/박물관,충청북도,음성군,삼성면,용성리,산31-1,중부고속도로,51,37.01703285,127.481291,27650,충청북도 음성군 삼성면 중부고속도로 51,충청북도 음성군 삼성면 용성리 산 31-1,438786410,,,,,,,N,N,N,연령제한없음,N,N,N,Y
중산관광지트릭아트체험관,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상남도,산청군,시천면,중산리,519-8,지리산대로,524,35.2934346,127.753828,52236,경상남도 산청군 시천면 지리산대로 524,경상남도 산청군 시천면 중산리 519-8,,,,,,월요일,10:00~17:00,N,N,N,연령제한없음,N,N,N,N
중산리휴양림,,문화관광/명소,관광지,휴양림/수목원,경상남도,산청군,시천면,중산리,산159-1,지리산대로,496-101,35.2886177,127.7507425,52236,경상남도 산청군 시천면 지리산대로 496-101,경상남도 산청군 시천면 중산리 산 159-1,559742757,https://jjoonsan.modoo.at/,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
중산아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라북도,전주시 완산구,중화산2동,,686-5,유연로,338,35.82500555,127.1220395,54971,전라북도 전주시 완산구 유연로 338,전라북도 전주시 완산구 중화산동2가 686-5,632228771,,,,,공연별 상이,공연별 상이,Y,N,Y,공연별 상이,N,N,N,Y
중소기업역사관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,마포구,상암동,,1622,성암로,189,37.57675437,126.8978977,3929,서울특별시 마포구 성암로 189,서울특별시 마포구 상암동 1622,221243390,http://museum.kbiz.or.kr/,,,,공휴일,09:30~17:30,Y,Y,N,연령제한없음,N,N,N,Y
중앙대아트센터대극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,동작구,흑석동,,221,흑석로,84,37.50472672,126.9538339,6974,서울특별시 동작구 흑석로 84,서울특별시 동작구 흑석동 221,28206473,http://artcenter.cau.ac.kr/,,,,,,N,Y,N,연령제한없음,N,N,N,Y
중앙대학교박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,안성시,대덕면,내리,Jan-72,서동대로,4726,37.0004292,127.2287087,17546,경기도 안성시 대덕면 서동대로 4726,경기도 안성시 대덕면 내리 72-1,316703440,,,,,"월요일, 공휴일, 시험기간(외부 단체관람 의뢰시 개관)",09:00~18:00,N,Y,N,연령제한없음,N,N,N,Y
중앙아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상북도,포항시 북구,덕산동,,113-12,서동로,83,36.0409627,129.3673229,37728,경상북도 포항시 북구 서동로 83,경상북도 포항시 북구 덕산동 113-12,542897943,https://culturalspace.phcf.or.kr/joongangArtHall/subMain.do,,,,월요일,09:00~18:00(공연에 따라 연장),Y,N,N,연령제한없음,N,Y,N,Y
중원대학교박물관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,괴산군,괴산읍,동부리,5,문무로,85,36.81915515,127.7984939,28024,충청북도 괴산군 괴산읍 문무로 85,충청북도 괴산군 괴산읍 동부리 5,438308283,http://museum.jwu.ac.kr/site/deptSiteView.jwu,,,,"월요일, 1월 1일, 명절","[3~11월] 09:00~18:00, [12~2월] 09:00~17:00",N,Y,Y,연령제한없음,N,N,N,Y
중원청명주전수교육관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,충주시,중앙탑면,창동리,243,청금로,112-10,36.99731319,127.8788298,27449,충청북도 충주시 중앙탑면 청금로 112-10,충청북도 충주시 중앙탑면 창동리 243,438425005,http://www.청명주.com/,,,,주말,09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
쥬쥬동산,,문화관광/명소,관광지,동물원,경상북도,구미시,고아읍,원호리,301,,,36.17069193,128.3211274,39145,,경상북도 구미시 고아읍 원호리 301,544522580,http://www.zoozoo.co.kr/,,,,월요일(공휴일인 경우 정상영업),"하절기 주중 10:00~17:00, 주말 10:00~18:00, 동절기 주중 10:00~16:00, 주말 10:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y
쥬쥬랜드,,문화관광/명소,관광지,동물원,경기도,고양시 덕양구,관산동,,290,원당로458번길,7-42,37.69013206,126.8553051,10288,경기도 고양시 덕양구 원당로458번길 7-42,경기도 고양시 덕양구 관산동 290,319624500,,,,,월요일,"평일 10:00~18:00, 주말 10:00~19:00",Y,N,Y,연령제한없음,Y,Y,N,Y
즐거운가,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,송파구,문정동,,100-9,새말로,149,37.48426866,127.1300146,5802,서울특별시 송파구 새말로 149,서울특별시 송파구 문정동 100-9,7041921318,,,,,연중무휴,"평일 13:00~21:00, 주말 11:00~19:00",N,N,N,연령제한없음,N,N,N,Y
증권박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,고양시 일산동구,백석동,,1328,호수로,358-8,37.63853809,126.7859857,10449,경기도 고양시 일산동구 호수로 358-8,경기도 고양시 일산동구 백석동 1328,319007070,http://museum.ksd.or.kr/index.home,,,,"일요일, 공휴일, 근로자의 날(5월 1일)",10:00~17:00 (16:30까지 입장가능),Y,N,N,연령제한없음,N,Y,N,Y
증권박물관 부산관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,남구,문현동,,1227-2,전포대로,133,35.14828237,129.0654725,48400,부산광역시 남구 전포대로 133,부산광역시 남구 문현동 1227-2,515190600,http://bsmuseum.ksd.or.kr/main.do,,,,"주말, 공휴일, 근로자의 날",10:00~17:00(입장마감 : 16:00),Y,Y,N,연령제한없음,N,N,Y,Y
증산도교육문화회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,대덕구,중리동,,409-1,한밭대로,1133,36.35942581,127.4244613,34394,대전광역시 대덕구 한밭대로 1133,대전광역시 대덕구 중리동 409-1,423371691,https://www.jsd.or.kr/,,,,,,Y,N,N,연령제한없음,N,N,N,Y
증산해수욕장,,문화관광/명소,관광지,해수욕장,강원도,삼척시,증산동,,,,,37.4717611,129.1571344,,,강원도 삼척시 증산동,335703843,https://www.samcheok.go.kr/tour/01456/01466/02220.web,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
증평문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,충청북도,증평군,증평읍,장동리,785,문화로,75,36.78661528,127.5900236,27923,충청북도 증평군 증평읍 문화로 75,충청북도 증평군 증평읍 장동리 785,438363400,http://www.jpcc.or.kr/sub/menu3_1.php,,,,"공휴일, 주말",10:00~18:00,Y,N,N,연령제한없음,Y,Y,N,Y
증평문화회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,충청북도,증평군,증평읍,연탄리,239,삼보로,28,36.78599421,127.5699225,27919,충청북도 증평군 증평읍 삼보로 28,충청북도 증평군 증평읍 연탄리 239,438354115,https://www.jp.go.kr/kor/sub05_03_03_05.do,,,,연중무휴,09:00~22:00,Y,Y,N,연령제한없음,N,N,N,Y
증평민속체험박물관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,증평군,증평읍,남하리,91,둔덕길,89,36.7638886,127.5955694,27948,충청북도 증평군 증평읍 둔덕길 89,충청북도 증평군 증평읍 남하리 91,438354154,www.jp.go.kr/museum,,,,"1월 1일, 명절 연휴, 월요일(공휴일인 경우에는 그 다음날)","[3~10월] 09:00~18:00, [11~2월] 09:00~17:00",Y,N,N,연령제한없음,N,Y,N,Y
증평좌구산천문대,,전시/공연,전시/기념관,기타전시/박물관,충청북도,증평군,증평읍,율리,산61-1,솟점말길,187,36.70370345,127.6530963,27912,충청북도 증평군 증평읍 솟점말길 187,충청북도 증평군 증평읍 율리 산 61-1,438354571,https://www.jp.go.kr/star/sub01_03_01.do,,,,"월요일(공휴일인 경우 다음날 휴관), 1월 1일, 명절","10:00~12:00, 13:00~19:00",Y,N,Y,연령제한없음,N,N,N,Y
