FCLTY_NM,MRHST_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,BLOG_URL,FACEBOOK_URL,INSTGRM_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,ENTRN_PRICE_AT,ENTRN_POSBL_BN_VALUE,DSPSN_TOILET_AT,NRSGRM_AT,STROLLER_LEND_AT,KIDS_ZONE_AT
조류생태전시관,,전시/공연,전시/기념관,기타전시/박물관,충청남도,서천군,마서면,도삼리,59,장산로,916,36.02280001,126.7426926,33657,충청남도 서천군 마서면 장산로 916,충청남도 서천군 마서면 도삼리 59,419564002,http://www.seocheon.go.kr/bird.do,,,,"월요일, 명절 당일",10:00~18:00(입장마감 시간 17시),Y,N,Y,연령제한없음,N,N,N,Y
조류탐사과학관,,전시/공연,전시/기념관,기타전시/박물관,충청남도,홍성군,서부면,궁리,692,남당항로,934-14,36.59362481,126.4588229,32204,충청남도 홍성군 서부면 남당항로 934-14,충청남도 홍성군 서부면 궁리 692,416349734,,https://blog.naver.com/birdcenter,,,"명절 당일, 월요일(공휴일인 경우 익일)","10:00~17:00 11~2월 (입장마감 16:00), 10:00~18:00 3~10월 (입장마감 17:00)",Y,N,Y,연령제한없음,N,Y,N,Y
조명희문학관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,진천군,진천읍,벽암리,34-17,포석길,37-14,36.85721046,127.4386504,27832,충청북도 진천군 진천읍 포석길 37-14,충청북도 진천군 진천읍 벽암리 34-17,435397769,http://www.jincheon.go.kr/site/culture/sub.do?menukey=2247,,,,"월요일, 명절",09:00~18:00,N,N,N,연령제한없음,N,N,N,N
조문국고분전시관,,전시/공연,전시/기념관,기타전시/박물관,경상북도,의성군,금성면,대리리,378-3,동부로,2545,36.27299192,128.6775499,37355,경상북도 의성군 금성면 동부로 2545,경상북도 의성군 금성면 대리리 378-3,548306909,https://www.usc.go.kr/tour/main.tc,,,,"월요일(공휴일인경우 다음날 휴관), 1월 1일, 명절 당일",09:00~18:00,Y,N,N,연령제한없음,N,Y,N,Y
조병화문학관,,전시/공연,전시/기념관,대형기념관/묘역,경기도,안성시,양성면,난실리,산38-1,난실길,44662,37.11145198,127.2242751,17501,경기도 안성시 양성면 난실길 4-11,경기도 안성시 양성면 난실리 산 38-1,316740307,http://www.poetcho.com/,,,,"월요일, 1월 1일, 명절","[3-11월] 10:30~17:00, [12~2월] 10:00~16:00",Y,N,Y,연령제한없음,N,N,N,Y
조사리간이해변,,문화관광/명소,관광지,해수욕장,경상북도,포항시 북구,송라면,조사리,,,,36.22165784,129.3717519,,,경상북도 포항시 북구 송라면 조사리,542407643,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=ce425852-477b-4440-8e14-da3374faf514,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
조서강묘,,문화관광/명소,명승지,궁궐/종묘,인천광역시,서구,석남동,,산119-2,,,37.5110542,126.6626316,,,인천광역시 서구 석남동 산 119-2,325604346,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaCpno=2332300060000&pageNo=1_1_1_0,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
조선대학교미술관,,전시/공연,전시/기념관,미술관,광주광역시,동구,서석동,,416-1,조선대길,73,35.14465855,126.930934,61452,광주광역시 동구 조선대길 73,광주광역시 동구 서석동 416-1,622307832,https://artmuseum.chosun.ac.kr/artmuseum/index.do,,,,"주말, 공휴일",10:00~17:00,N,Y,N,연령제한없음,N,N,N,Y
조선미술관,,전시/공연,전시/기념관,미술관,경기도,광주시,퇴촌면,도마리,160,천진암로,83,37.47056675,127.2812484,12710,경기도 광주시 퇴촌면 천진암로 83,경기도 광주시 퇴촌면 도마리 160,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
조선민화박물관,,전시/공연,전시/기념관,기타전시/박물관,강원도,영월군,김삿갓면,와석리,841-1,김삿갓로,432-10,37.09631131,128.6066208,26246,강원도 영월군 김삿갓면 김삿갓로 432-10,강원도 영월군 김삿갓면 와석리 841-1,333756100,http://minhwa.co.kr/,,https://www.facebook.com/chosunminhwa,,"월요일(공휴일인 경우 개관), 화요일","[11-2월] 10:00~17:00, [3-10월] 09:00~18:00",Y,N,Y,연령제한없음,N,N,N,Y
조선백자도요지,,문화관광/명소,관광지,N,전라남도,장흥군,용산면,월송리,203-260,,,34.5874686,126.917259,,,전라남도 장흥군 용산면 월송리 203-260,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
조선산성,,문화관광/명소,명승지,성/성터,전라남도,순천시,해룡면,성산리,산46-1,,,34.91275166,127.5511291,,,전라남도 순천시 해룡면 성산리 산 46-1,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
조선왕가홍자은미술관,,전시/공연,전시/기념관,미술관,경기도,연천군,연천읍,고문리,420-1,현문로,339-10,38.06355057,127.1014774,11018,경기도 연천군 연천읍 현문로 339-10,경기도 연천군 연천읍 고문리 420-1,,,,,,,,N,N,N,연령제한없음,N,N,N,N
조선왕릉자연생태전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,남양주시,진건읍,사능리,108,사릉로,180,37.64402192,127.1979653,12140,경기도 남양주시 진건읍 사릉로 180,경기도 남양주시 진건읍 사능리 108,315738124,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_01_03_01.jsp&mn=RT_01_03,,,,월요일,"[2~5월,9~10월] 09:00~18:00, [6~8월] 09:00~18:30, [11~1월] 09:00~17:30",Y,N,Y,연령제한없음,N,N,N,Y
조선왕릉전시관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,노원구,공릉동,,산223-19,화랑로,681,37.63015392,127.0974737,1794,서울특별시 노원구 화랑로 681,서울특별시 노원구 공릉동 산 223-19,29720370,http://royaltombs.cha.go.kr/,,,,월요일,"[2~5월,9~10월] 09:00~18:00, [6~8월] 09:00~18:30, [11~1월] 09:00~17:30",Y,N,Y,보호자를 동반하지 아니한 만6세 이하의 어린이는 입장 제한,N,N,N,Y
조선일보미술관,,전시/공연,전시/기념관,미술관,서울특별시,중구,정동,,01월 16일,세종대로21길,33,37.56789544,126.9752087,4519,서울특별시 중구 세종대로21길 33,서울특별시 중구 정동 1-16,27246322,,,,,,,N,Y,N,연령제한없음,N,N,N,Y
조선천주교최초교리당,,문화관광/명소,관광지,N,전라북도,완주군,이서면,남계리,08월 01일,초남신기길,121-69,35.85112357,127.0272807,55364,전라북도 완주군 이서면 초남신기길 121-69,전라북도 완주군 이서면 남계리 8-1,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
조선통신사역사관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동구,범일동,,590-5,자성로,99,35.13574252,129.0604498,48746,부산광역시 동구 자성로 99,부산광역시 동구 범일동 590-5,516310858,http://www.tongsinsa.com/html/,,,https://www.instagram.com/joseon_tongsinsa/,"월요일( 공휴일인 경우 공휴일 다음날 첫 번째 평일), 1월 1일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
조수리농부의아침,,전시/공연,전시/기념관,기타전시/박물관,제주특별자치도,제주시,한경면,조수리,321-10,용금로,470,33.33568821,126.2301887,63004,제주특별자치도 제주시 한경면 용금로 470,제주특별자치도 제주시 한경면 조수리 321-10,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
조아저씨의 수제소시지,,문화관광/명소,관광지,N,경상남도,양산시,명곡동,,300-1,명곡로,492,35.34676062,129.0789705,50578,경상남도 양산시 명곡로 492,경상남도 양산시 명곡동 300-1,,https://cafe.daum.net/naturalsausage,,,,예약제,10:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y
조안베어뮤지엄,,전시/공연,전시/기념관,기타전시/박물관,제주특별자치도,서귀포시,대포동,,1959,대포로,113,33.24025015,126.4341101,63544,제주특별자치도 서귀포시 대포로 113,제주특별자치도 서귀포시 대포동 1959,647391024,http://joanneteddybear.com/,,,,일요일,09:00~17:00(마지막 입장은 4시15분까지),Y,N,Y,연령제한없음,N,N,N,Y
조약돌해변,,문화관광/명소,관광지,해수욕장,전라남도,완도군,약산면,득암리,,,,34.37088684,126.9051199,,,전라남도 완도군 약산면 득암리,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
조은아트플러스,2관,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,중구,광복동,,Jan-59,광복로,82,35.09832989,129.0337595,48954,부산광역시 중구 광복로 82,부산광역시 중구 광복동1가 59-1,512450042,http://www.gp-gp.co.kr/,,,,공연별 상이,공연별 상이,N,Y,Y,공연별 상이,N,N,N,Y
조종현조정래김초혜가족문학관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,고흥군,두원면,운대리,산57-2,분청문화박물관길,88,34.62725846,127.3223079,59515,전라남도 고흥군 두원면 분청문화박물관길 88,전라남도 고흥군 두원면 운대리 산 57-2,618305996,,,,,"월요일, 명절 당일",09:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y
조태일시문학기념관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,곡성군,죽곡면,원달리,799,태안로,622-38,35.13351552,127.3685947,57562,전라남도 곡성군 죽곡면 태안로 622-38,전라남도 곡성군 죽곡면 원달리 799,613625868,https://www.gokseong.go.kr/tour/tourist/tourall?mode=view&idx=59,,,,"월요일, 공휴일(전화문의)","하절기 09:00~18:00, 동절기 09:00~17:00 (전화문의)",Y,N,N,연령제한없음,N,N,N,Y
조현화랑,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,중동,,1501-3,달맞이길65번길,167,35.15676638,129.1791185,48117,부산광역시 해운대구 달맞이길65번길 167,부산광역시 해운대구 중동 1501-3,517478853,http://www.johyungallery.com/,,,,월요일,10:30~18:30,N,N,N,연령제한없음,N,N,N,N
조훈현바둑기념관,,전시/공연,전시/기념관,대형기념관/묘역,전라남도,영암군,영암읍,회문리,48,기찬랜드로,42,34.79172281,126.6842547,58420,전라남도 영암군 영암읍 기찬랜드로 42,전라남도 영암군 영암읍 회문리 48,,,,,,"월요일, 1월 1일, 명절","[3~10월] 09:00~18:00, [11~2월] 09:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y
졸탄극장,,전시/공연,영화/연극/공연,N,서울특별시,종로구,이화동,,Feb-36,이화장길,58,37.57789549,127.0046323,3088,서울특별시 종로구 이화장길 58,서울특별시 종로구 이화동 36-2,16613124,,,,,연극별 상이,연극별 상이,Y,N,Y,연극별 상이,N,N,N,Y
종달고망난돌쉼터,,문화관광/명소,관광지,유명관광지,제주특별자치도,제주시,구좌읍,종달리,112-4,,,33.50995507,126.9073042,63364,,제주특별자치도 제주시 구좌읍 종달리 112-4,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
종달리해변,,문화관광/명소,관광지,해수욕장,제주특별자치도,제주시,구좌읍,종달리,,,,33.46800153,126.8552962,,,제주특별자치도 제주시 구좌읍 종달리,647287711,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
종달리해안도로,,문화관광/명소,관광지,유명관광지,제주특별자치도,제주시,구좌읍,종달리,630-1,,,33.4829056,126.901764,,,제주특별자치도 제주시 구좌읍 종달리 630-1,,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000019998,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
종로구립고희동미술관,,전시/공연,전시/기념관,미술관,서울특별시,종로구,원서동,,16,창덕궁5길,40,37.58318551,126.9888849,3051,서울특별시 종로구 창덕궁5길 40,서울특별시 종로구 원서동 16,27418424,,,,http://www.instagram.com/kohuidong_artmuseum,월요일,10:00~18:00,N,N,N,연령제한없음,N,N,N,Y
종묘,,문화관광/명소,명승지,궁궐/종묘,서울특별시,종로구,훈정동,,01월 02일,종로,157,37.5731338,126.9948635,3135,서울특별시 종로구 종로 157,서울특별시 종로구 훈정동 1-2,27650195,,,,,화요일(공휴일과 겹칠경우 다음날),"일반관람 [2~5월,9~10월] 토요일 09:00~18:00, [6~8월] 토요일 09:00~18:30, [11~1월] 토요일 09:00~17:30",N,Y,Y,연령제한없음,N,Y,Y,Y
종실영평군이사묘,,문화관광/명소,명승지,궁궐/종묘,경기도,가평군,설악면,이천리,산94,,,37.67319237,127.4502958,12468,,경기도 가평군 설악면 이천리 산 94,,,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
종이나라박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,중구,장충동,,62-35,장충단로,166,37.55964972,127.0061539,4606,서울특별시 중구 장충단로 166,서울특별시 중구 장충동1가 62-35,222797901,https://cafe.naver.com/papermuseum,,,https://www.instagram.com/jongienara_paper_art_museum/,일요일,09:30~18:00,N,N,Y,연령제한없음,N,N,N,Y
종자와시인박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,연천군,연천읍,고문리,268-1,현문로,433-27,38.06419252,127.1099449,11018,경기도 연천군 연천읍 현문로 433-27,경기도 연천군 연천읍 고문리 268-1,318349493,http://www.fspm.co.kr/,,,,"월-목요일, 1월 1일, 명절 당일",10:00~17:00,N,Y,Y,연령제한없음,N,N,N,Y
좌구산자연휴양림,,문화관광/명소,관광지,휴양림/수목원,충청북도,증평군,증평읍,율리,산61-1,솟점말길,107,36.70556821,127.6511216,27912,충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군 증평읍 율리 산 61-1,438354551,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030089,,,,공지사항 참조,"00:00~24:00, [숙박시설] 입실 15:00, 퇴실 12:00",N,N,Y,연령제한없음,N,N,N,Y
주거변천사야외전시장,,전시/공연,전시/기념관,대형전시/박물관,전라남도,영암군,군서면,동구림리,423-3,왕인로,476,34.75964707,126.6304732,58434,전라남도 영암군 군서면 왕인로 476,전라남도 영암군 군서면 동구림리 423-3,614715868,https://www.yeongam.go.kr/home/tour/enjoy/enjoy_02/show/29,,,,,,N,N,N,연령제한없음,N,N,N,Y
주기철목사기념관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,창원시 진해구,남문동,,841,웅천동로,174,35.11113849,128.7523646,51621,경상남도 창원시 진해구 웅천동로 174,경상남도 창원시 진해구 남문동 841,555450330,http://www.jugicheol.or.kr/,,,,"일요일, 공휴일, 1월 1일, 12월 25일, 명절 당일과 다음날","평일 09:00 ~18:00, 토요일 09:00~18:00",Y,N,N,연령제한없음,N,N,Y,Y
주남저수지생태학습관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,창원시 의창구,동읍,월잠리,306-16,주남로101번길,32,35.30774485,128.6779029,51116,경상남도 창원시 의창구 동읍 주남로101번길 32,경상남도 창원시 의창구 동읍 월잠리 306-16,552253499,,https://blog.naver.com/cwopenspace/222855132026,,,"월요일, 명절 당일",09:30~17:30,Y,N,N,연령제한없음,N,N,N,Y
주류역사박물관,,전시/공연,전시/기념관,기타전시/박물관,전라북도,완주군,소양면,명덕리,806-61,신지송광로,619-12,35.88965041,127.2142142,55355,전라북도 완주군 소양면 신지송광로 619-12,전라북도 완주군 소양면 명덕리 806-61,632435768,,,,,,,N,N,N,연령제한없음,N,N,N,Y
주문리마을,,문화관광/명소,관광지,N,강원도,강릉시,주문진읍,주문리,317-9,주문로,106,37.89298624,128.8274023,25413,강원도 강릉시 주문진읍 주문로 106,강원도 강릉시 주문진읍 주문리 317-9,336404535,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=efd77fc0-44d4-4712-a151-f33a73ba6a31,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주문진해수욕장,,문화관광/명소,관광지,해수욕장,강원도,강릉시,주문진읍,향호리,,,,37.90377562,128.7827777,,,강원도 강릉시 주문진읍 향호리,336405422,https://jumunjin-beach.co.kr/,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주문진해양박물관,,전시/공연,전시/기념관,기타전시/박물관,강원도,강릉시,주문진읍,주문리,312-708,해안로,1748,37.89114216,128.8287525,25413,강원도 강릉시 주문진읍 해안로 1748,강원도 강릉시 주문진읍 주문리 312-708,336625333,,,,,연중무휴,09:00~18:00,N,Y,N,연령제한없음,N,N,N,Y
주물장,,전시/공연,전시/기념관,기타전시/박물관,경기도,안성시,계동,,Feb-91,계동길,85,36.98974063,127.2683659,17595,경기도 안성시 계동길 85,경기도 안성시 계동 91-2,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
주산문화의집,,전시/공연,영화/연극/공연,공연/연극/문화센터,충청남도,보령시,주산면,금암리,679-1,충서로,411,36.19943695,126.6331963,33517,충청남도 보령시 주산면 충서로 411,충청남도 보령시 주산면 금암리 679-1,,,,,,,,Y,N,N,연령제한없음,N,N,N,N
주산산림욕장,,문화관광/명소,관광지,휴양림/수목원,경상북도,고령군,대가야읍,연조리,산9-1,,,35.73111492,128.2586761,,,경상북도 고령군 대가야읍 연조리 산 9-1,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주산성,,문화관광/명소,명승지,성/성터,경상북도,고령군,대가야읍,연조리,산10,,,35.73006475,128.2610253,,,경상북도 고령군 대가야읍 연조리 산 10,549506323,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_2_0&ccbaCpno=1333700610000,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주안미술관,,전시/공연,전시/기념관,기타전시/박물관,광주광역시,동구,대인동,,Jul-41,제봉로,197,35.15337504,126.9156585,61473,광주광역시 동구 제봉로 197,광주광역시 동구 대인동 41-7,622222083,,https://blog.naver.com/juanartmuseum,,http://www.instagram.com/juan_artmuseum,연중무휴,10:00~19:00,Y,N,N,연령제한없음,N,N,N,Y
주암댐물문화관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,순천시,상사면,용계리,612-1,상사호길,555,34.94938091,127.4143637,57919,전라남도 순천시 상사면 상사호길 555,전라남도 순천시 상사면 용계리 612-1,617497211,https://www.kwater.or.kr/cust/sub02/sub02/sub03/tour11Page.do?s_mid=1064,,,,"월요일, 평일 공휴일",10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
주얼리뱃터,,문화관광/명소,관광지,N,경기도,파주시,적성면,주월리,381-3,,,37.98997283,126.8938183,10802,,경기도 파주시 적성면 주월리 381-3,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주연자동차박물관,,전시/공연,전시/기념관,기타전시/박물관,울산광역시,남구,삼산동,,194-16,산업로,675,35.54131296,129.3526718,44712,울산광역시 남구 산업로 675,울산광역시 남구 삼산동 194-16,522672031,http://www.jooyounmuseum.com/,,,,"월,화,목,금","수요일 18:00~21:00, 주말 12:30~17:00",Y,N,Y,연령제한없음,N,N,N,Y
주영갤러리,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,강남구,청담동,,Apr-95,압구정로80길,26,37.52479907,127.0446105,6015,서울특별시 강남구 압구정로80길 26,서울특별시 강남구 청담동 95-4,25431048,https://galleryjuyoung.co.kr/,,,,연중무휴,10:00~18:00,Y,Y,N,연령제한없음,N,N,N,Y
주왕산얼음골,,문화관광/명소,관광지,N,경상북도,청송군,주왕산면,상의리,산8-1,,,36.39376061,129.1694546,,,경상북도 청송군 주왕산면 상의리 산 8-1,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주은오토캠핑장,,문화관광/명소,관광지,휴양림/수목원,경상남도,거창군,북상면,월성리,1983,덕유월성로,1642,35.76472772,127.7643319,50100,경상남도 거창군 북상면 덕유월성로 1642,경상남도 거창군 북상면 월성리 1983,,https://cafe.naver.com/forays1,https://blog.naver.com/forays,,https://www.instagram.com/jueuncamping,연중무휴,"방갈로 입실 15:00, 퇴실 13:00, 캠핑장 입실 14:00 퇴실 13:00",N,Y,Y,연령제한없음,N,N,N,Y
주인예술촌,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상북도,울진군,북면,주인리,607-1,덕구온천로,464,37.08786612,129.325509,36306,경상북도 울진군 북면 덕구온천로 464,경상북도 울진군 북면 주인리 607-1,547896891,,,,,,,N,N,N,연령제한없음,N,N,N,N
주작산자연휴양림,,문화관광/명소,관광지,휴양림/수목원,전라남도,강진군,신전면,수양리,산65-5,주작산길,398,34.51409258,126.6846963,59252,전라남도 강진군 신전면 주작산길 398,전라남도 강진군 신전면 수양리 산 65-5,614303306,https://foresttrip.go.kr/indvz/main.do?hmpgId=ID02030060,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주전골자연관찰로,,문화관광/명소,관광지,N,강원도,양양군,서면,오색리,산127-3,,,38.07850104,128.445183,,,강원도 양양군 서면 오색리 산 127-3,336702176,,,,,연중무휴,00:00~24:00,Y,Y,N,연령제한없음,N,N,N,Y
주전몽돌해수욕장,,문화관광/명소,관광지,해수욕장,울산광역시,동구,주전동,,,,,35.55938527,129.4485205,,,울산광역시 동구 주전동,522296174,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
주전보밑연안해양체험공원(2022년12월예정),,문화관광/명소,관광지,테마공원/대형놀이공원,울산광역시,동구,주전동,,산200-9,미포산업로,278,35.54652473,129.4531471,44013,울산광역시 동구 미포산업로 278,울산광역시 동구 주전동 산 200-9,,,,,,,,N,N,N,문의,N,N,N,N
주천강자연휴양림,,문화관광/명소,관광지,휴양림/수목원,강원도,횡성군,둔내면,영랑리,산10-1,강변로영랑6길,115,37.4606019,128.2034233,25267,강원도 횡성군 둔내면 강변로영랑6길 115,강원도 횡성군 둔내면 영랑리 산 10-1,333457575,,,,,연중무휴,"09:00~18:00, [숙박시설] 비수기  입실 14:00, 퇴실 11:00, 성수기 입실 15:00, 퇴실 11:00",Y,Y,Y,연령제한없음,N,N,N,Y
주천문예원,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라북도,진안군,주천면,주양리,344-6,동상주천로,2177,35.97172336,127.425226,55402,전라북도 진안군 주천면 동상주천로 2177,전라북도 진안군 주천면 주양리 344-6,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
주철장전수교육관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,진천군,진천읍,장관리,712-2,백곡로,1504-12,36.8700224,127.413165,27843,충청북도 진천군 진천읍 백곡로 1504-12,충청북도 진천군 진천읍 장관리 712-2,435393850,https://www.jincheon.go.kr/site/tour/sub.do?menukey=2154,,,,전시별 상이,전시별 상이,Y,N,N,연령제한없음,N,N,N,Y
주택전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,성남시 분당구,정자동,,253,불정로,50,37.35760272,127.1125084,13606,경기도 성남시 분당구 불정로 50,경기도 성남시 분당구 정자동 253,317118160,,,,,,,N,N,N,연령제한없음,N,N,N,Y
주토피움,,문화관광/명소,관광지,동물원,경상북도,안동시,성곡동,,1548,관광단지로,346-95,36.5667892,128.7822558,36710,경상북도 안동시 관광단지로 346-95,경상북도 안동시 성곡동 1548,548595988,,,,,"주토피움 월요일, 화요일(공휴일인 경우 정상영업 후 다음날 휴관)",10:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y
주한독일문화원대전분원,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,유성구,궁동,,220,대학로,99,36.36832812,127.3416621,34134,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,428233522,https://www.goethe.de/ins/kr/ko/index.html,,,,"주말, 공휴일","평일 09:00~18:00 방학중, 평일 10:00~19:00 학기중",N,Y,N,연령제한없음,N,N,N,Y
주한일본대사관공보문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,종로구,운니동,,114-8,율곡로,64,37.5768624,126.9869066,3131,서울특별시 종로구 율곡로 64,서울특별시 종로구 운니동 114-8,27653011,https://www.kr.emb-japan.go.jp/cult/cul_guide_hist.html,,,,주말,10:00~17:00,N,N,N,연령제한없음,N,N,N,Y
죽노골해수욕장,,문화관광/명소,관광지,해수욕장,인천광역시,옹진군,덕적면,소야리,,,,37.21403131,126.173632,,,인천광역시 옹진군 덕적면 소야리,328802531,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
죽녹원,,전시/공연,전시/기념관,기타전시/박물관,전라남도,담양군,담양읍,향교리,산37-6,죽녹원로,119,35.3255413,126.986734,57336,전라남도 담양군 담양읍 죽녹원로 119,전라남도 담양군 담양읍 향교리 산37-6,613802680,,,,http://www.instagram.com/chaesangjang/,연중무휴,"[11~2월] 09:00~18:00, [3~10월] 09:00~19:00",Y,N,Y,연령제한없음,N,N,N,Y
죽도공원,,문화관광/명소,관광지,일반유원지/일반놀이공원,부산광역시,해운대구,송정동,,산52-1,송정해변로,44584,35.1799193,129.2060816,48072,부산광역시 해운대구 송정해변로 1-23,부산광역시 해운대구 송정동 산 52-1,517497622,,,,,,,N,Y,N,연령제한없음,N,N,N,Y
죽도유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,전라북도,진안군,상전면,수동리,263-23,,,35.83063393,127.5102169,55412,,전라북도 진안군 상전면 수동리 263-23,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
죽도해수욕장,,문화관광/명소,관광지,해수욕장,강원도,양양군,현남면,시변리,,,,37.97086668,128.758559,,,강원도 양양군 현남면 시변리,336702397,http://jukdo-beach.co.kr/,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
죽력원힐링센터,,전시/공연,전시/기념관,기타전시/박물관,전라남도,화순군,동복면,연둔리,336,,,35.04191255,127.1155003,58102,,전라남도 화순군 동복면 연둔리 336,613715770,http://jukryeoksalt.com/,,,,,,N,N,N,연령제한없음,N,N,N,Y
죽령,,문화관광/명소,관광지,N,경상북도,영주시,풍기읍,수철리,산74-1,,,36.89951879,128.4634561,36020,,경상북도 영주시 풍기읍 수철리 산 74-1,,http://encykorea.aks.ac.kr/Contents/SearchNavi?keyword=%EC%A3%BD%EB%A0%B9&ridx=1&tot=30,,,,,,N,N,N,연령제한없음,N,N,N,Y
죽림종합문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상남도,통영시,광도면,죽림리,1581,죽림해안로,187,34.8747217,128.4212776,53017,경상남도 통영시 광도면 죽림해안로 187,경상남도 통영시 광도면 죽림리 1581,556436665,,,,,일요일,06:00~21:00,Y,Y,N,연령제한없음,N,N,N,Y
죽림해수욕장,,문화관광/명소,관광지,해수욕장,경상남도,거제시,거제면,오수리,817-1,,,34.83768908,128.5863375,53286,,경상남도 거제시 거제면 오수리 817-1,556802114,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
죽막동해양생태관찰지,,문화관광/명소,관광지,N,전라북도,부안군,변산면,격포리,228,변산해변로,98,35.63444886,126.467959,56337,전라북도 부안군 변산면 변산해변로 98,전라북도 부안군 변산면 격포리 228,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
죽성1통전통민속유품전시관,,전시/공연,전시/기념관,기타전시/박물관,충청남도,서산시,죽성동,,Sep-36,죽성1길,6,36.75352238,126.448826,32007,충청남도 서산시 죽성1길 6,충청남도 서산시 죽성동 36-9,416661827,,,,,,,N,N,N,연령제한없음,N,N,N,N
죽암몽돌해수욕장,,문화관광/명소,관광지,해수욕장,경상북도,울릉군,북면,천부리,,,,37.52892137,130.8900028,,,경상북도 울릉군 북면 천부리,547906731,http://www.ulleung.go.kr/tour/,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
